name,frame,card_type,monster_type,level,attribute,cardmarket,tcgplayer,word_count
Saion the Vaylantz Archer,effect_pendulum,Pendulum Effect Monster,Spellcaster,4,WATER,0.07,0.08,152
Sakitama,effect,Spirit Monster,Fairy,4,LIGHT,0.08,0.09,80
Salamangreat Almiraj,link,Link Monster,Cyberse,L1,FIRE,0.24,0.23,69
Salamangreat Balelynx,link,Link Monster,Cyberse,L1,FIRE,0.10,0.09,60
Salamangreat Beat Bison,effect,Effect Monster,Cyberse,8,FIRE,0.11,0.26,87
Salamangreat Blaze Dragon,xyz,XYZ Monster,Cyberse,4,FIRE,0.16,0.21,102
Salamangreat Burst Gryphon,synchro,Synchro Monster,Cyberse,8,FIRE,0.57,0.45,92
Salamangreat Coyote,effect,Effect Monster,Cyberse,3,FIRE,0.15,0.32,74
Salamangreat Emerald Eagle,ritual,Ritual Effect Monster,Cyberse,8,FIRE,0.08,0.10,84
Salamangreat Falco,effect,Effect Monster,Cyberse,4,FIRE,0.07,0.11,70
Salamangreat Fennec,effect,Effect Monster,Cyberse,3,FIRE,0.06,0.10,101
Salamangreat Fowl,effect,Effect Monster,Cyberse,4,FIRE,0.06,0.07,72
Salamangreat Foxer,effect,Effect Monster,Cyberse,3,FIRE,0.06,0.10,116
Salamangreat Foxy,effect,Effect Monster,Cyberse,3,FIRE,0.06,0.10,87
Salamangreat Gazelle,effect,Effect Monster,Cyberse,3,FIRE,0.06,0.13,61
Salamangreat Heatleo,link,Link Monster,Cyberse,L3,FIRE,0.06,0.07,78
Salamangreat Jack Jaguar,effect,Effect Monster,Cyberse,4,FIRE,0.06,0.09,75
Salamangreat Meer,effect,Effect Monster,Cyberse,2,FIRE,0.09,0.11,60
Salamangreat Miragestallio,xyz,XYZ Monster,Cyberse,3,FIRE,0.03,0.07,83
Salamangreat Mole,effect,Effect Monster,Cyberse,1,FIRE,0.12,0.23,69
Salamangreat of Fire,effect,Effect Monster,Cyberse,2,FIRE,10.90,8.35,83
Salamangreat Parro,effect,Effect Monster,Cyberse,5,FIRE,0.02,0.09,60
Salamangreat Pyro Phoenix,link,Link Monster,Cyberse,L4,FIRE,2.44,1.81,93
Salamangreat Raccoon,effect,Effect Monster,Cyberse,1,FIRE,0.09,0.25,96
Salamangreat Raging Phoenix,link,Link Monster,Cyberse,L4,FIRE,26.38,32.89,86
Salamangreat Spinny,effect,Effect Monster,Cyberse,3,FIRE,0.08,0.14,72
Salamangreat Sunlight Wolf,link,Link Monster,Cyberse,L2,FIRE,1.28,0.66,100
Salamangreat Tiger,effect,Tuner Monster,Cyberse,5,FIRE,1.08,0.52,61
Salamangreat Violet Chimera,fusion,Fusion Monster,Cyberse,8,FIRE,0.16,0.16,98
Salamangreat Weasel,effect,Tuner Monster,Cyberse,3,FIRE,1.10,0.98,95
Salamangreat Wolvie,effect,Effect Monster,Cyberse,4,FIRE,0.07,0.08,101
Salamangreat Zebroid X,effect,Effect Monster,Cyberse,4,FIRE,0.06,0.06,109
Salvage Warrior,effect,Effect Monster,Warrior,5,WATER,0.19,0.19,18
Salvagent Driver,effect,Effect Monster,Cyberse,6,LIGHT,0.03,0.17,69
Samsara Dragon,effect,Effect Monster,Dragon,1,LIGHT,0.16,0.23,64
Samsara Kaiser,effect,Effect Monster,Warrior,2,EARTH,0.18,0.25,16
Samsara Lotus,effect,Effect Monster,Plant,1,DARK,0.13,0.40,37
Samsara Regenerating Lotus,effect,Effect Monster,Fiend,1,DARK,0.00,0.00,87
"Samsara, Dragon of Rebirth",synchro,Synchro Monster,Dragon,5,DARK,1.47,1.02,67
Samurai Cavalry of Reptier,effect_pendulum,Pendulum Effect Monster,Dinosaur,4,EARTH,0.06,0.21,26
Samurai Destroyer,synchro,Synchro Monster,Machine,7,EARTH,0.18,0.40,69
Samurai of the Ice Barrier,effect,Effect Monster,Warrior,4,WATER,0.23,0.08,22
Samurai Skull,effect,Effect Monster,Zombie,4,DARK,0.17,0.21,52
Samurai Sword Baron,effect,Effect Monster,Warrior,4,EARTH,0.27,0.33,19
Sanctity of Dragon,link,Link Monster,Dragon,L5,LIGHT,30.89,0.00,27
Sand Gambler,effect,Effect Monster,Spellcaster,3,LIGHT,0.10,0.22,49
Sand Moth,effect,Effect Monster,Rock,4,EARTH,0.04,0.10,29
Sand Stone,normal,Normal Monster,Rock,5,EARTH,0.16,0.04,9
"Sandaion, the Timelord",effect,Effect Monster,Fairy,10,LIGHT,3.06,2.21,78
Sanga of the Thunder,effect,Effect Monster,Thunder,7,LIGHT,0.09,0.15,48
Sangan,effect,Effect Monster,Fiend,3,DARK,0.10,0.29,55
Sangen Risedragon Bident Dragion,synchro,Synchro Monster,Dragon,7,FIRE,0.00,0.00,100
Sangen Superdragon Transcend Dragion,synchro,Synchro Monster,Dragon,10,FIRE,0.00,0.00,89
Santa Claws,effect,Effect Monster,Fiend,6,LIGHT,1.96,2.55,39
Sanwitch,fusion,Fusion Monster,Spellcaster,6,DARK,0.17,0.17,7
Sari of the Silverwing Axe,effect,Effect Monster,Machine,3,LIGHT,0.04,0.05,40
Saryuja Skull Dread,link,Link Monster,Dragon,L4,EARTH,2.65,1.67,89
Sasuke Samurai,effect,Effect Monster,Warrior,2,WIND,0.07,0.17,20
Sasuke Samurai #2,effect,Effect Monster,Warrior,1,WIND,0.23,0.16,28
Sasuke Samurai #3,effect,Effect Monster,Warrior,3,LIGHT,0.18,0.10,21
Sasuke Samurai #4,effect,Effect Monster,Warrior,4,WIND,0.79,0.66,29
Satellarknight Alsahm,effect,Effect Monster,Warrior,4,LIGHT,1.10,0.64,25
Satellarknight Altair,effect,Effect Monster,Warrior,4,LIGHT,0.26,0.36,51
Satellarknight Betelgeuse,effect,Effect Monster,Warrior,4,LIGHT,0.08,0.15,45
Satellarknight Capella,effect,Effect Monster,Warrior,4,LIGHT,0.10,0.16,66
Satellarknight Deneb,effect,Effect Monster,Warrior,4,LIGHT,8.97,7.85,32
Satellarknight Procyon,effect,Effect Monster,Warrior,4,LIGHT,0.10,0.17,36
Satellarknight Rigel,effect,Effect Monster,Warrior,4,LIGHT,0.49,0.31,40
Satellarknight Sirius,effect,Effect Monster,Warrior,4,LIGHT,0.22,0.25,36
Satellarknight Unukalhai,effect,Effect Monster,Warrior,4,LIGHT,0.14,0.23,32
Satellarknight Vega,effect,Effect Monster,Warrior,4,LIGHT,0.14,0.28,30
Satellite Cannon,effect,Effect Monster,Machine,5,LIGHT,0.04,0.20,38
Satellite Synchron,effect,Tuner Monster,Machine,2,DARK,0.04,0.15,69
Satellite Warrior,synchro,Synchro Monster,Warrior,10,DARK,1.13,0.18,87
Sauge de Fleur,effect,Effect Monster,Spellcaster,8,DARK,0.15,0.15,79
"Sauravis, the Ancient and Ascended",ritual,Ritual Effect Monster,Dragon,7,LIGHT,0.12,0.19,62
"Sauravis, the Sagely Voiceless Voice Dragon",effect,Effect Monster,Dragon,7,LIGHT,0.00,0.00,103
Sauropod Brachion,effect,Effect Monster,Dinosaur,8,EARTH,0.04,0.17,64
Scanner,effect,Effect Monster,Machine,1,LIGHT,0.15,0.26,62
Scapeghost,effect,Tuner Monster,Zombie,1,DARK,0.09,0.17,15
Scar of the Vendread,effect,Effect Monster,Zombie,6,DARK,0.16,0.06,88
Scareclaw Acro,effect,Effect Monster,Beast,3,EARTH,0.14,0.13,55
Scareclaw Astra,effect,Effect Monster,Beast,3,EARTH,0.12,0.12,68
Scareclaw Belone,effect,Effect Monster,Beast,3,EARTH,0.10,0.10,58
Scareclaw Kashtira,effect,Effect Monster,Psychic,7,EARTH,0.16,0.14,82
Scareclaw Light-Heart,link,Link Monster,Beast-Warrior,L1,DARK,1.56,1.68,74
Scareclaw Reichheart,effect,Effect Monster,Warrior,4,DARK,0.66,0.51,86
Scareclaw Tri-Heart,link,Link Monster,Beast-Warrior,L3,DARK,0.35,0.30,82
Scarlight Red Dragon Archfiend,synchro,Synchro Monster,Dragon,8,DARK,0.17,0.23,64
"Scarm, Malebranche of the Burning Abyss",effect,Effect Monster,Fiend,3,DARK,0.94,0.60,94
"Scarr, Scout of Dark World",effect,Effect Monster,Fiend,2,DARK,0.04,0.07,27
Scarred Dragon Archfiend,synchro,Synchro Monster,Dragon,8,DARK,0.89,0.50,94
Scarred Warrior,synchro,Synchro Monster,Warrior,5,EARTH,0.12,0.23,35
Scary Moth,effect,Effect Monster,Insect,6,WIND,0.54,0.62,11
Schuberta the Melodious Maestra,fusion,Fusion Monster,Fairy,6,LIGHT,0.54,0.65,45
Schwarzschild Limit Dragon,effect,Effect Monster,Dragon,8,DARK,0.15,0.48,20
Science Soldier,normal,Normal Monster,Warrior,3,DARK,0.18,0.06,9
Score the Melodious Diva,effect,Effect Monster,Fairy,2,LIGHT,0.13,0.16,43
Scrap Archfiend,synchro,Synchro Monster,Fiend,7,EARTH,1.77,1.20,8
Scrap Beast,effect,Tuner Monster,Beast,4,EARTH,0.15,0.26,56
Scrap Breaker,effect,Effect Monster,Machine,6,EARTH,0.67,0.63,33
Scrap Chimera,effect,Effect Monster,Beast,4,EARTH,0.42,1.08,50
Scrap Dragon,synchro,Synchro Monster,Dragon,8,EARTH,0.20,0.20,53
Scrap Goblin,effect,Tuner Monster,Beast-Warrior,3,EARTH,0.16,0.48,64
Scrap Golem,effect,Effect Monster,Rock,5,EARTH,0.17,0.16,24
Scrap Hunter,effect,Effect Monster,Machine,3,EARTH,0.09,0.18,28
Scrap Kong,effect,Effect Monster,Beast,4,EARTH,0.11,0.16,43
Scrap Orthros,effect,Tuner Monster,Beast,4,EARTH,0.12,0.13,66
Scrap Raptor,effect,Tuner Monster,Dinosaur,4,EARTH,0.16,0.17,75
Scrap Recycler,effect,Effect Monster,Machine,3,EARTH,0.29,0.29,41
Scrap Searcher,effect,Effect Monster,Winged Beast,1,EARTH,0.28,0.24,47
Scrap Shark,effect,Effect Monster,Fish,4,EARTH,0.09,0.15,47
Scrap Soldier,effect,Tuner Monster,Warrior,5,EARTH,0.18,0.25,76
Scrap Twin Dragon,synchro,Synchro Monster,Dragon,9,EARTH,0.11,0.14,73
Scrap Worm,effect,Tuner Monster,Insect,2,EARTH,0.09,0.19,56
Scrap Wyvern,link,Link Monster,Dragon,L2,EARTH,0.27,0.29,73
Scrounging Goblin,effect,Effect Monster,Fiend,4,EARTH,0.46,0.18,37
Scrypton,effect,Effect Monster,Cyberse,5,WATER,0.15,0.33,58
Sea Archiver,effect,Effect Monster,Cyberse,3,WATER,0.13,0.37,63
Sea Dragon Lord Gishilnodon,synchro,Synchro Monster,Sea Serpent,5,WATER,6.95,8.25,36
Sea Dragoons of Draconia,normal_pendulum,Pendulum Normal Monster,Sea Serpent,3,WATER,0.11,0.22,70
Sea Kamen,normal,Normal Monster,Aqua,4,WATER,6.04,4.31,11
Sea King Dragon,normal,Normal Monster,Sea Serpent,6,WATER,0.00,0.00,16
Sea Koala,effect,Effect Monster,Beast,2,EARTH,0.10,0.16,39
Sea Lancer,effect,Effect Monster,Beast-Warrior,5,WATER,0.30,0.22,65
Sea Monster of Theseus,fusion,Fusion Monster,Zombie,5,WATER,2.12,2.30,2
Sea Serpent Warrior of Darkness,normal,Normal Monster,Sea Serpent,4,WATER,0.10,0.06,28
"Seal, Strategist Fur Hire",effect,Effect Monster,Beast-Warrior,4,DARK,0.18,0.30,70
Sealmaster Meisei,normal,Normal Monster,Spellcaster,3,DARK,0.03,0.13,17
Search Striker,effect,Effect Monster,Warrior,4,WIND,0.12,0.17,63
Searchlightman,effect,Flip Effect Monster,Machine,3,LIGHT,0.29,0.14,16
Sebek's Sorcerer,link,Link Monster,Aqua,L2,WATER,0.00,0.00,56
Second Booster,effect,Effect Monster,Machine,3,FIRE,0.06,0.16,24
Second Goblin,effect,Union Effect Monster,Fiend,1,DARK,0.27,0.13,90
Secret Guards of the Ice Barrier,effect,Effect Monster,Aqua,2,WATER,0.14,0.10,16
Secret Sect Druid Dru,effect,Effect Monster,Spellcaster,4,DARK,0.06,0.05,53
Secret Sect Druid Wid,effect,Effect Monster,Spellcaster,4,DARK,0.09,0.16,46
Secret Six Samurai - Doji,effect,Effect Monster,Warrior,4,DARK,0.75,0.84,58
Secret Six Samurai - Fuma,effect,Tuner Monster,Warrior,1,WIND,0.25,0.27,54
Secret Six Samurai - Genba,effect,Tuner Monster,Warrior,2,FIRE,0.47,0.63,48
Secret Six Samurai - Hatsume,effect,Effect Monster,Warrior,3,WATER,3.58,4.58,75
Secret Six Samurai - Kizaru,effect,Effect Monster,Warrior,4,EARTH,7.08,12.46,55
Secret Six Samurai - Rihan,fusion,Fusion Monster,Warrior,5,LIGHT,1.79,2.87,88
Sectarian of Secrets,normal,Normal Monster,Spellcaster,2,DARK,1.14,2.00,18
Secure Gardna,link,Link Monster,Cyberse,L1,LIGHT,0.21,0.51,49
Security Dragon,link,Link Monster,Cyberse,L2,LIGHT,4.38,3.53,38
Seed of Flame,effect,Effect Monster,Plant,3,FIRE,0.18,0.18,69
Seed-Spitting Saplings,effect,Effect Monster,Plant,4,LIGHT,0.06,0.05,69
Segmental Dragon,effect,Effect Monster,Cyberse,7,LIGHT,0.07,0.24,61
Seismic Crasher,effect,Effect Monster,Rock,3,EARTH,0.10,0.14,26
Seiyaryu,normal,Normal Monster,Dragon,7,LIGHT,0.20,0.27,12
Seleglare the Luminous Lunar Dragon,effect,Effect Monster,Dragon,6,LIGHT,0.28,0.22,72
"Selene, Queen of the Master Magicians",link,Link Monster,Spellcaster,L3,LIGHT,0.41,0.21,86
Selettrice Vaalmonica,effect,Effect Monster,Spellcaster,4,WATER,0.00,0.00,82
Self-Destruct Ant,effect,Flip Effect Monster,Insect,3,EARTH,0.11,0.12,39
Sengenjin,normal,Normal Monster,Beast-Warrior,8,EARTH,140.55,3.23,7
Senior Silver Ninja,effect,Effect Monster,Warrior,6,EARTH,0.13,0.29,40
Senju of the Thousand Hands,effect,Effect Monster,Fairy,4,LIGHT,0.19,0.27,20
Senko the Skybolt Star,effect,Effect Monster,Warrior,7,LIGHT,0.13,0.11,81
Sentinel of the Seas,normal,Normal Monster,Aqua,4,WATER,1.40,1.26,14
Sentry Soldier of Stone,effect,Effect Monster,Rock,3,EARTH,0.17,0.12,37
"Sephylon, the Ultimate Timelord",effect,Effect Monster,Fairy,10,LIGHT,0.30,0.20,49
Seraphim Papillion,link,Link Monster,Insect,L3,WIND,0.16,0.34,80
Serenade the Melodious Diva,effect,Effect Monster,Fairy,4,LIGHT,0.11,0.19,56
Serene Psychic Witch,effect,Effect Monster,Psychic,3,EARTH,0.11,0.20,48
Sergeant Electro,effect,Effect Monster,Machine,4,FIRE,0.04,0.18,29
Serpent Marauder,normal,Normal Monster,Reptile,2,EARTH,0.00,0.00,15
Serpent Night Dragon,normal,Normal Monster,Dragon,7,DARK,0.26,0.33,10
Serpentine Princess,effect,Effect Monster,Reptile,4,WATER,0.30,0.48,35
Servant of Catabolism,effect,Effect Monster,Aqua,3,LIGHT,0.20,0.15,9
Servant of Endymion,effect_pendulum,Pendulum Effect Monster,Spellcaster,3,WIND,0.53,0.65,155
"Serziel, Watcher of the Evil Eye",effect,Effect Monster,Fiend,4,DARK,2.71,1.58,84
Seven Swords Warrior,synchro,Synchro Monster,Warrior,7,EARTH,5.01,0.51,74
Shaddoll Beast,effect,Flip Effect Monster,Spellcaster,5,DARK,0.22,0.47,42
Shaddoll Construct,link,Link Monster,Fairy,L2,LIGHT,0.02,0.05,71
Shaddoll Dragon,effect,Flip Effect Monster,Spellcaster,4,DARK,0.19,0.38,51
Shaddoll Falco,effect,Tuner Monster,Spellcaster,2,DARK,0.07,0.22,56
Shaddoll Hedgehog,effect,Flip Effect Monster,Spellcaster,3,DARK,0.13,0.16,55
Shaddoll Hound,effect,Flip Effect Monster,Spellcaster,4,DARK,0.07,0.02,66
Shaddoll Squamata,effect,Flip Effect Monster,Spellcaster,4,DARK,0.16,0.41,53
Shaddoll Zefracore,effect_pendulum,Pendulum Effect Monster,Rock,4,DARK,0.05,0.16,62
Shaddoll Zefranaga,effect_pendulum,Pendulum Effect Monster,Spellcaster,2,DARK,0.03,0.06,78
Shadow Delver,effect,Gemini Monster,Fiend,4,DARK,0.11,0.17,67
Shadow Ghoul,effect,Effect Monster,Zombie,5,DARK,0.12,0.12,11
Shadow of the Six Samurai - Shien,xyz,XYZ Monster,Warrior,4,EARTH,0.19,0.37,43
Shadow Specter,normal,Normal Monster,Zombie,1,DARK,0.29,0.58,12
Shadow Tamer,effect,Flip Effect Monster,Warrior,3,EARTH,0.21,0.19,26
Shadow Vampire,effect,Effect Monster,Zombie,5,DARK,0.10,0.13,57
Shadowknight Archfiend,effect,Effect Monster,Fiend,4,WIND,0.15,0.18,66
Shadowpriestess of Ohm,effect,Effect Monster,Spellcaster,4,DARK,0.17,0.46,16
Shadowslayer,effect,Effect Monster,Fiend,4,DARK,0.13,0.20,17
"Shafu, the Wheeled Mayakashi",effect,Effect Monster,Zombie,3,EARTH,0.64,0.39,58
Shaman of the Tenyi,link,Link Monster,Wyrm,L2,FIRE,0.57,0.95,76
Shamisen Samsara Sorrowcat,synchro,Synchro Monster,Zombie,3,DARK,0.19,0.13,82
Shapesnatch,normal,Normal Monster,Machine,5,DARK,0.02,0.47,13
Shark Caesar,xyz,XYZ Monster,Fish,3,WATER,0.14,0.19,49
Shark Cruiser,effect,Effect Monster,Fish,5,WATER,0.11,0.17,29
Shark Fortress,xyz,XYZ Monster,Fish,5,DARK,0.09,0.19,45
Shark Stickers,effect,Effect Monster,Fish,3,WATER,0.11,0.50,38
Sharkraken,effect,Effect Monster,Fish,6,WATER,0.11,0.22,14
Sheep Token,token,Token,Beast,1,EARTH,1.39,0.00,8
Shell Knight,effect,Effect Monster,Rock,4,EARTH,0.08,0.14,102
Shell of Chaos,effect,Effect Monster,Machine,4,DARK,0.15,0.06,97
Shelrokket Dragon,effect,Effect Monster,Dragon,2,DARK,0.09,0.17,98
Shiba-Warrior Taro,effect,Tuner Monster,Beast-Warrior,2,EARTH,0.00,24.61,30
Shield Warrior,effect,Effect Monster,Warrior,3,EARTH,0.08,0.05,24
Shield Wing,effect,Effect Monster,Winged Beast,2,WIND,0.16,0.37,10
Shield Worm,effect,Effect Monster,Insect,4,EARTH,0.32,0.29,32
Shien's Advisor,effect,Effect Monster,Warrior,4,EARTH,0.09,0.14,39
Shien's Daredevil,effect,Effect Monster,Warrior,4,EARTH,0.14,0.17,60
Shien's Footsoldier,effect,Effect Monster,Warrior,2,EARTH,0.19,0.16,27
Shien's Squire,effect,Tuner Monster,Warrior,1,EARTH,0.10,0.25,35
"Shinato, King of a Higher Plane",ritual,Ritual Effect Monster,Fairy,8,LIGHT,15.71,5.51,67
Shine Knight,effect,Effect Monster,Warrior,3,LIGHT,0.07,0.05,10
Shining Abyss,normal,Normal Monster,Fairy,4,LIGHT,0.07,0.20,10
Shining Angel,effect,Effect Monster,Fairy,4,LIGHT,0.16,0.21,31
Shining Elf,xyz,XYZ Monster,Spellcaster,2,WIND,0.11,0.24,32
Shining Friendship,normal,Normal Monster,Fairy,4,LIGHT,1.49,1.71,4
Shining Piecephilia,effect,Effect Monster,Rock,4,LIGHT,0.03,0.07,86
Shining Star Dragon,effect,Tuner Monster,Dragon,4,LIGHT,0.00,0.00,91
Shinobaron Peacock,ritual,Ritual Effect Monster,Winged Beast,8,WIND,0.27,0.66,93
Shinobaron Shade Peacock,ritual,Ritual Effect Monster,Winged Beast,4,WIND,0.15,0.08,99
Shinobaroness Peacock,ritual,Ritual Effect Monster,Winged Beast,8,WIND,0.28,0.39,94
Shinobaroness Shade Peacock,ritual,Ritual Effect Monster,Winged Beast,4,WIND,0.17,0.07,102
Shinobi Insect Hagakuremino,link,Link Monster,Insect,L2,WIND,0.09,0.06,72
Shinobi Necro,effect,Tuner Monster,Zombie,2,DARK,0.21,0.19,72
Shinobird Crane,effect,Spirit Monster,Winged Beast,4,WIND,0.07,0.15,51
Shinobird Crow,effect,Spirit Monster,Winged Beast,4,WIND,0.08,0.10,71
Shinobird Pigeon,effect,Spirit Monster,Winged Beast,4,WIND,0.08,0.09,45
Shinobird Token,token,Token,Winged Beast,4,WIND,0.00,0.00,18
Shinonome the Vaylantz Priestess,effect_pendulum,Pendulum Effect Monster,Spellcaster,2,WATER,0.00,1.67,125
"Shiny Black ""C""",effect,Effect Monster,Insect,1,EARTH,0.33,0.50,36
"Shiny Black ""C"" Squadder",normal,Normal Monster,Insect,4,EARTH,0.12,0.11,21
Shiranui Samurai,effect,Effect Monster,Zombie,4,FIRE,0.15,0.12,73
Shiranui Samuraisaga,synchro,Synchro Monster,Zombie,6,FIRE,0.22,0.29,81
Shiranui Shogunsaga,synchro,Synchro Monster,Zombie,8,FIRE,2.02,1.08,87
Shiranui Skillsaga Supremacy,link,Link Monster,Zombie,L3,FIRE,1.03,1.19,61
Shiranui Smith,effect,Effect Monster,Zombie,4,FIRE,0.09,0.17,63
Shiranui Solitaire,effect,Effect Monster,Zombie,4,FIRE,0.24,0.27,62
Shiranui Spectralsword,effect,Tuner Monster,Zombie,2,FIRE,0.42,0.26,69
Shiranui Spectralsword Shade,effect,Tuner Monster,Zombie,3,FIRE,0.37,0.41,59
Shiranui Spiritmaster,effect,Effect Monster,Zombie,4,FIRE,0.15,0.21,57
Shiranui Squire,effect,Effect Monster,Zombie,4,FIRE,0.60,0.63,60
Shiranui Squiresaga,synchro,Synchro Monster,Zombie,7,FIRE,0.22,0.16,85
Shiranui Sunsaga,synchro,Synchro Monster,Zombie,10,FIRE,0.55,0.48,85
Shiranui Swordmaster,effect,Effect Monster,Zombie,2,FIRE,0.14,0.17,67
Shiranui Swordsaga,synchro,Synchro Monster,Zombie,5,FIRE,0.12,0.19,62
"Shire, Lightsworn Spirit",effect,Effect Monster,Fairy,3,LIGHT,0.29,0.52,33
Shock Troops of the Ice Barrier,effect,Effect Monster,Spellcaster,3,WATER,0.10,0.15,28
Shocktopus,effect,Effect Monster,Fish,4,WATER,0.10,0.15,37
Shogi Knight,effect,Effect Monster,Beast-Warrior,3,EARTH,0.08,0.16,64
Shogi Lance,effect,Effect Monster,Beast-Warrior,3,EARTH,0.05,0.10,29
Shooting Majestic Star Dragon,synchro,Synchro Monster,Dragon,11,WIND,8.83,8.91,98
Shooting Quasar Dragon,synchro,Synchro Monster,Dragon,12,LIGHT,5.08,2.13,86
Shooting Riser Dragon,synchro,Synchro Tuner Monster,Dragon,7,LIGHT,1.47,0.61,106
Shooting Star Dragon,synchro,Synchro Monster,Dragon,10,WIND,0.21,0.23,115
Shooting Star Dragon T.G. EX,synchro,Synchro Monster,Dragon,10,WIND,0.58,0.74,96
Shootingcode Talker,link,Link Monster,Cyberse,L3,WATER,0.03,0.08,83
Shopina the Melodious Maestra,effect,Effect Monster,Fairy,7,LIGHT,0.36,0.72,31
Shore Knight,effect,Effect Monster,Warrior,4,WATER,0.07,0.03,26
Shovel Crusher,normal,Normal Monster,Machine,3,EARTH,0.36,1.13,16
Shreddder,effect,Effect Monster,Machine,4,EARTH,0.06,0.09,36
Shura the Combat Star,fusion,Fusion Monster,Warrior,12,DARK,0.32,0.42,107
"Shurit, Strategist of the Nekroz",effect,Effect Monster,Warrior,3,WATER,0.25,0.19,65
Shutendoji,effect,Effect Monster,Zombie,4,EARTH,0.08,0.13,38
Shuttleroid,effect,Effect Monster,Machine,4,WIND,0.00,0.00,36
Signal Warrior,synchro,Synchro Monster,Warrior,7,LIGHT,0.25,0.34,93
Silent Abyss,effect,Effect Monster,Reptile,7,WATER,0.12,0.13,18
Silent Angler,effect,Effect Monster,Fish,4,WATER,0.13,0.13,30
Silent Insect,effect,Effect Monster,Insect,2,EARTH,0.07,0.19,27
Silent Magician,effect,Effect Monster,Spellcaster,4,LIGHT,12.97,34.24,95
Silent Magician LV4,effect,Effect Monster,Spellcaster,4,LIGHT,0.06,0.21,71
Silent Magician LV8,effect,Effect Monster,Spellcaster,8,LIGHT,0.08,0.16,26
Silent Magician Zero,effect,Effect Monster,Spellcaster,4,LIGHT,0.00,0.00,80
Silent Paladin,effect,Effect Monster,Fairy,4,LIGHT,2.29,3.67,101
Silent Psychic Wizard,effect,Effect Monster,Psychic,4,EARTH,0.16,0.17,37
Silent Sea Nettle,effect,Effect Monster,Aqua,4,WATER,0.33,0.26,65
Silent Strider,effect,Effect Monster,Insect,2,EARTH,0.08,0.11,27
Silent Swordsman,effect,Effect Monster,Warrior,4,LIGHT,6.91,12.81,96
Silent Swordsman LV3,effect,Effect Monster,Warrior,3,LIGHT,0.07,0.14,47
Silent Swordsman LV5,effect,Effect Monster,Warrior,5,LIGHT,0.07,0.17,44
Silent Swordsman LV7,effect,Effect Monster,Warrior,7,LIGHT,0.11,0.20,27
Silent Swordsman Zero,effect,Effect Monster,Warrior,4,LIGHT,0.00,0.00,85
Silent Wobby,effect,Effect Monster,Fish,4,WATER,1.04,1.61,59
Silent Wolf Calupo,effect,Effect Monster,Beast-Warrior,4,DARK,0.02,0.04,98
"Sillva, Warlord of Dark World",effect,Effect Monster,Fiend,5,DARK,0.10,0.14,53
Silpheed,effect,Effect Monster,Fairy,4,WIND,0.09,0.06,49
Silver Fang,normal,Normal Monster,Beast,3,EARTH,0.10,0.06,13
Silver Gadget,effect,Effect Monster,Machine,4,LIGHT,0.11,0.17,60
Silver Sentinel,effect,Effect Monster,Warrior,4,EARTH,0.28,0.25,72
Silverrokket Dragon,effect,Effect Monster,Dragon,4,DARK,0.27,0.32,88
Silvervine Senri,effect,Effect Monster,Beast,2,WIND,0.10,0.03,56
SIMM Tablir,effect,Effect Monster,Cyberse,5,DARK,0.02,0.12,59
Simorgh of Darkness,effect,Effect Monster,Winged Beast,8,DARK,0.12,0.16,89
"Simorgh, Bird of Ancestry",effect,Effect Monster,Winged Beast,8,WIND,0.25,0.89,47
"Simorgh, Bird of Beginning",effect,Effect Monster,Winged Beast,1,WIND,0.06,0.17,105
"Simorgh, Bird of Bringing",effect,Effect Monster,Winged Beast,2,WIND,0.20,0.20,89
"Simorgh, Bird of Calamity",effect,Effect Monster,Winged Beast,3,WIND,0.07,0.06,89
"Simorgh, Bird of Divinity",effect,Effect Monster,Winged Beast,7,WIND,0.35,0.44,49
"Simorgh, Bird of Perfection",effect,Effect Monster,Winged Beast,4,DARK,0.09,0.14,87
"Simorgh, Bird of Protection",effect,Effect Monster,Winged Beast,4,WIND,0.04,0.12,89
"Simorgh, Bird of Sovereignty",link,Link Monster,Winged Beast,L3,WIND,0.41,0.44,100
"Simorgh, Lord of the Storm",effect,Effect Monster,Winged Beast,8,WIND,0.11,0.19,89
Sinister Serpent,effect,Effect Monster,Reptile,1,WATER,0.36,0.33,44
Sinister Sprocket,effect,Tuner Monster,Fiend,1,DARK,0.48,0.44,26
Sirenorca,effect,Effect Monster,Winged Beast,5,WATER,0.13,0.15,63
Sishunder,effect,Effect Monster,Thunder,4,LIGHT,0.18,0.21,41
Skelengel,effect,Flip Effect Monster,Fairy,2,LIGHT,0.06,0.21,4
Skelesaurus,effect,Gemini Monster,Zombie,4,DARK,0.14,0.08,82
Skeletal Dragon Felgrand,synchro,Synchro Monster,Zombie,8,LIGHT,0.23,0.23,80
Skelgon,fusion,Fusion Monster,Zombie,6,DARK,6.95,8.17,7
Skilled Blue Magician,effect,Effect Monster,Spellcaster,4,LIGHT,0.17,0.34,74
Skilled Brown Magician,effect,Effect Monster,Spellcaster,4,DARK,0.14,0.08,77
Skilled Dark Magician,effect,Effect Monster,Spellcaster,4,DARK,0.08,0.22,42
Skilled Red Magician,effect,Effect Monster,Spellcaster,4,DARK,0.08,0.13,71
Skilled White Magician,effect,Effect Monster,Spellcaster,4,LIGHT,0.02,0.17,43
Skreech,effect,Effect Monster,Reptile,4,WATER,0.07,0.15,17
